mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__class_weight,param_tfidf__max_features,param_tfidf__ngram_range,param_tfidf__stop_words,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
85.69188674290974,3.385737652246913,8.489067475001017,0.48512793878560173,0.1,,5000,"(1, 1)",,"{'model__C': 0.1, 'model__class_weight': None, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.22084165738003445,0.21947248346393466,0.22289396213089657,0.22106936765828858,0.0014060625982356507,64
69.89257550239563,6.225901803535055,8.453036149342855,1.4262203511824019,0.1,,5000,"(1, 1)",english,"{'model__C': 0.1, 'model__class_weight': None, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.23106392923557595,0.2292699389549747,0.2333525361309876,0.23122880144051275,0.001670785655186946,62
119.05239526430766,2.3077547501367275,13.721721251805624,0.979545941013958,0.1,,5000,"(1, 2)",,"{'model__C': 0.1, 'model__class_weight': None, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 2), 'tfidf__stop_words': None}",0.2129290189315751,0.2133135580047715,0.2153433695926319,0.21386198217632615,0.0010591975209548708,66
90.13804507255554,4.097339462953186,11.092538833618164,1.7703367931142533,0.1,,5000,"(1, 2)",english,"{'model__C': 0.1, 'model__class_weight': None, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 2), 'tfidf__stop_words': 'english'}",0.23403037706457824,0.23227205343900825,0.2370394845319142,0.23444730501183356,0.0019684971410195997,61
99.43808913230896,3.9761419802093303,9.85156019528707,1.959626550971948,0.1,,10000,"(1, 1)",,"{'model__C': 0.1, 'model__class_weight': None, 'tfidf__max_features': 10000, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.20847120360157195,0.20626430167165638,0.21185817408037635,0.2088645597845349,0.002300564995280657,67
84.14529673258464,8.479330396767244,7.525415897369385,1.597507924475151,0.1,,10000,"(1, 1)",english,"{'model__C': 0.1, 'model__class_weight': None, 'tfidf__max_features': 10000, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.2149358399630239,0.21554504180417378,0.21885049095721257,0.21644379090813673,0.0017198712288000449,65
149.16305645306906,12.414929413578092,17.000390847524006,2.506817339846087,0.1,,10000,"(1, 2)",,"{'model__C': 0.1, 'model__class_weight': None, 'tfidf__max_features': 10000, 'tfidf__ngram_range': (1, 2), 'tfidf__stop_words': None}",0.20033305863514017,0.19904290978856698,0.20316147588621783,0.20084581476997498,0.0017200457000784983,70
117.44112809499104,3.5470960370308924,11.710642655690512,2.3382472188315435,0.1,,10000,"(1, 2)",english,"{'model__C': 0.1, 'model__class_weight': None, 'tfidf__max_features': 10000, 'tfidf__ngram_range': (1, 2), 'tfidf__stop_words': 'english'}",0.2199614533352093,0.21992332516394655,0.22466146060645156,0.22151541303520247,0.0022246460287399547,63
138.92201765378317,18.264521159367906,9.529958486557007,2.32981358471138,0.1,,20000,"(1, 1)",,"{'model__C': 0.1, 'model__class_weight': None, 'tfidf__max_features': 20000, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.1971238721832586,0.19587185682663447,0.20041583616559255,0.1978038550584952,0.0019163715003761266,71
140.71709044774374,10.221059372595175,6.9401891231536865,0.18097940734482298,0.1,,20000,"(1, 1)",english,"{'model__C': 0.1, 'model__class_weight': None, 'tfidf__max_features': 20000, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.20332183523920114,0.20367728149203884,0.2061467507447361,0.20438195582532537,0.0012563071122268245,69
194.9482344786326,9.768839976839326,15.867138147354126,0.5110885727732473,0.1,,20000,"(1, 2)",,"{'model__C': 0.1, 'model__class_weight': None, 'tfidf__max_features': 20000, 'tfidf__ngram_range': (1, 2), 'tfidf__stop_words': None}",0.18561542710522594,0.18491450297227469,0.19077079310906114,0.18710024106218726,0.0026111986911054124,72
135.95030872027078,11.166375917645844,10.97001051902771,0.7228474787747047,0.1,,20000,"(1, 2)",english,"{'model__C': 0.1, 'model__class_weight': None, 'tfidf__max_features': 20000, 'tfidf__ngram_range': (1, 2), 'tfidf__stop_words': 'english'}",0.2073423629963053,0.206773590671576,0.21098688756150077,0.20836761374312737,0.00186660511643587,68
44.67512051264445,4.554449761064297,6.759759346644084,0.34576333390123676,0.1,balanced,5000,"(1, 1)",,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.38965639757740334,0.3887818502295494,0.3906458299363996,0.3896946925811175,0.0007614481673624467,57
38.6962890625,3.4350241944100475,6.53520393371582,0.19001022199590212,0.1,balanced,5000,"(1, 1)",english,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.3906839464269985,0.3903032862657951,0.3927426513329265,0.39124329467524,0.0010715342053316036,55
70.92586064338684,2.6879396432613656,11.706862370173136,0.9099533552092027,0.1,balanced,5000,"(1, 2)",,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 2), 'tfidf__stop_words': None}",0.37334956508845357,0.37305966652454087,0.37195782756088874,0.37278901972462775,0.0005995390474553392,60
55.5604502360026,1.2798542537998387,8.583933115005493,0.11836949711849044,0.1,balanced,5000,"(1, 2)",english,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 2), 'tfidf__stop_words': 'english'}",0.38949035494247053,0.38867494243974887,0.3923695160730385,0.3901782711517526,0.0015848007479794869,56
35.46979729334513,1.373598922023314,6.526991605758667,0.1632031890825417,0.1,balanced,10000,"(1, 1)",,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'tfidf__max_features': 10000, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.4016159180097378,0.39882482001642106,0.3996314157267991,0.400024051250986,0.001172796939859096,49
39.57668924331665,1.3280190465305086,5.778230508168538,0.27974515078444584,0.1,balanced,10000,"(1, 1)",english,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'tfidf__max_features': 10000, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.4036028823016161,0.4024871117377432,0.40516197762685424,0.4037506572220712,0.0010969974024639764,45
74.78230969111125,6.618351198981897,12.348643938700357,1.4305246603527118,0.1,balanced,10000,"(1, 2)",,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'tfidf__max_features': 10000, 'tfidf__ngram_range': (1, 2), 'tfidf__stop_words': None}",0.38969415022512194,0.3870897669229871,0.38863282809974364,0.3884722484159509,0.0010692809023653722,58
62.96694691975912,0.12979453773273306,9.109785795211792,0.5678329985020515,0.1,balanced,10000,"(1, 2)",english,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'tfidf__max_features': 10000, 'tfidf__ngram_range': (1, 2), 'tfidf__stop_words': 'english'}",0.4050829442027248,0.40292554714472617,0.4059757510883892,0.40466141414528006,0.0012804170457267345,44
46.964199701944985,3.3662413439479755,7.575468142827352,0.4453499090022172,0.1,balanced,20000,"(1, 1)",,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'tfidf__max_features': 20000, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.4049150679869576,0.40216572407058576,0.4024034578690388,0.403161416642194,0.0012438111107867756,46
50.732117335001625,1.0389169982802118,6.233360846837361,0.13246866536556318,0.1,balanced,20000,"(1, 1)",english,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'tfidf__max_features': 20000, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': 'english'}",0.408302552614646,0.4064977378795064,0.4080915813487411,0.4076306239476311,0.0008056882570294675,41
85.75686001777649,10.586280398730963,12.740102211634317,0.6924629308597067,0.1,balanced,20000,"(1, 2)",,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'tfidf__max_features': 20000, 'tfidf__ngram_range': (1, 2), 'tfidf__stop_words': None}",0.3974586156181341,0.3958085618321928,0.3950662794709502,0.3961111523070924,0.0009998295877817255,51
71.03634270032246,2.0892566263972063,9.410136779149374,0.889344421726468,0.1,balanced,20000,"(1, 2)",english,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'tfidf__max_features': 20000, 'tfidf__ngram_range': (1, 2), 'tfidf__stop_words': 'english'}",0.4108268991795965,0.4098338277626669,0.41167619491348606,0.41077897395191654,0.0007529062802193031,39
145.6429601510366,4.134141734757726,6.7530449231465655,0.3336807965402568,1.0,,5000,"(1, 1)",,"{'model__C': 1.0, 'model__class_weight': None, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 1), 'tfidf__stop_words': None}",0.4140107074606626,0.41002831512157106,0.4153988992847293,0.4131459739556543,0.002276198085903246,37
